16804825,car,1236360.716040299
16457679,sofa,2002502.6204770484
608732,sofa,4632201.673513588
3186152,car,1244070.2627142142
11218483,sofa,444794.8327519918
3540521,house,2802302.1574187134
9045478,dvdplayer,4870123.131753948
5032342,dvdplayer,2262702.03089966
15491561,car,3232492.957119801
6010104,dvdplayer,4367568.009888843
19948395,boat,3786577.421941924
796042,boat,4246746.7640329795
345390,boat,2101988.356574627
1098829,sofa,809652.0226355713
3991414,boat,613322.0785416526
16118691,sofa,4489196.779489567
10297743,boat,719247.529808017
4151396,house,3178279.8063527485
5419453,sofa,1462618.837827716
9440902,cat,3952509.707474873
15109625,house,910149.8689552534
16381237,dvdplayer,4312003.826443015
9940766,airplane,3049277.8105509244
7325247,car,2117794.7521730163
9074313,boat,4065431.5463471
150418,boat,2123093.1027750373
15353454,house,4801768.424906313
12000150,dvdplayer,3756051.0659621544
9956892,table,1321948.9800330086
8729259,house,3247794.0448250775
9547537,car,3355245.8411265197
11296152,boat,2046078.7968502215
15103890,car,532266.132598349
16156243,car,824338.7074651414
6429829,sofa,4943065.281141431
16034708,house,1738684.0506743717
15190452,dvdplayer,3855394.99837647
1206645,car,3497260.3879133253
6408743,car,4909045.350944079
5425319,boat,4956476.808129334
6808104,boat,4413763.783519954
7046865,car,978581.9659499567
5725200,sofa,1166970.707906741
15956147,dvdplayer,4540619.911408913
1760362,airplane,1978643.6399451862
9035662,house,941111.1255263976
15873042,house,4243744.590084223
16892854,car,4544538.426936447
1018008,boat,3859069.34449245
17221165,table,512730.6711063484
3827808,car,3100555.1569987917
13761757,car,95128.32353366748
6335706,car,4580093.991639536
4220096,airplane,4519872.9145674985
194459,boat,3780922.5552668264
7842020,car,3934671.3174698646
4313050,skateboard,1222117.916828138
13110332,table,571858.5037205981
5421076,house,4889605.1373196095
13520620,house,4310406.4215124985
7898939,airplane,3980814.0951913693
479534,skateboard,2921716.730668363
12455817,sofa,2606192.401937562
16740234,mc,2763063.2123146676
10189561,dvdplayer,871428.6544720945
9383854,boatengine,2636303.8564076847
16010717,sofa,4365303.906050303
3967896,car,2408123.376084622
8173066,airplane,2043233.2719429575
14724224,sofa,4814265.696271785
13894122,car,1263030.4789198244
14435702,boatengine,4225619.280605432
4161585,boat,3927702.9601669856
19435194,boat,1048275.2415097784
10691533,car,3084015.866518335
3723151,car,542102.6422916969
5297889,boat,1265564.710879256
1234340,mc,688766.5665507409
6472281,sofa,2077805.4041976451
8269133,skateboard,2551717.9374945485
12144750,sofa,4491017.370408052
9823355,house,4852990.501886675
10252362,sofa,3692131.609764274
3036402,sofa,664489.3800336604
17596677,sofa,246817.47470778055
2149168,airplane,4069813.1517028566
4204372,boat,2732371.7575142896
11693490,dvdplayer,3242484.207948596
3595661,boat,1076491.4909919566
788256,sofa,4247404.238271829
1367630,skateboard,4762421.088150202
14480584,boat,4060220.1992662433
12902478,airplane,1323993.6583204935
12333743,dvdplayer,1175786.182409733
9063879,table,537193.5790232323
4440442,skateboard,3045991.457256812
7521830,dvdplayer,2655173.8890979397
1261036,table,1559919.8403636438
13448996,mc,2868290.2225334593
15429152,boat,4343906.5055396445
10744173,boat,2775260.059951024
1514232,dvdplayer,1194421.6654339896
4289061,sofa,1474483.7399900972
8396914,car,4289264.121580922
4738424,dvdplayer,4506340.181860515
4940605,house,4586923.834977457
17137887,dvdplayer,2766919.7338953884
1148516,car,806984.4898008305
7246796,cat,2644052.1017843275
714464,airplane,3946963.9263795954
6995971,car,1634458.081509685
4757219,sofa,2231346.06663393
13590103,sofa,997628.6096088348
2678120,house,3136391.5037356503
15571415,airplane,1516768.5597516084
5454960,dvdplayer,518057.215161532
11754543,car,2868553.6065680096
5345980,house,4441518.711696019
8893044,airplane,4389031.592563616
5814115,skateboard,2487444.8169311415
11557291,skateboard,347515.47833265556
12042061,airplane,1938823.2482457624
7458552,tractor,4894162.29990233
10815754,boat,4767290.660389606
14142871,sofa,3128121.544479624
1687721,sofa,952977.0436758922
18197542,car,4758993.530731144
17161514,car,4502415.918058887
3382065,dvdplayer,1347324.3946934026
11998681,boat,3598676.4828901845
19975598,sofa,3269287.8474506075
5446009,car,809193.4182840416
16694212,house,2552243.565333141
17605570,sofa,4266452.599425629
15886693,sofa,3153309.7067250726
18237831,cat,638585.984200764
13191637,boat,4120234.915739897
19404073,cat,3159213.7723378944
13272866,house,4532482.837556592
164865,sofa,4035476.8418400465
4750566,skateboard,1381779.7866765996
14968438,boat,3893922.0479303226
13304677,mc,3295642.4065859276
15043465,dvdplayer,1965673.1854996239
1681400,boat,3757537.6676295255
17512565,car,1439914.911732006
19396235,mc,4032303.444839912
10728201,boat,3904903.8386793756
17058598,car,2101737.433117975
3284866,mc,3259122.9594638105
8013410,house,221617.0236827591
10022618,boat,1543053.88975367
3679131,car,4145290.546161825
8842653,car,927755.0386899962
10181201,sofa,4949405.205435656
2997150,car,1478346.2785009288
4748010,house,1982080.0690646328
13758065,dvdplayer,2244628.313696231
17581253,boat,3691283.255268216
10837500,dvdplayer,932108.6142127449
15934237,boat,1011044.62716619
12423554,boat,1698420.2280470373
15566451,car,1878713.0571934585
7513474,car,1966006.9129088037
10378331,dvdplayer,3618986.6705441033
10423921,cat,540535.1224095933
17748113,boat,44244.51961249296
16673154,cat,873467.9537743456
6765952,car,3559840.21477867
16363913,mc,3829852.94411618
3839651,car,625256.4137529759
19329952,car,3994419.4193180716
2926306,sofa,2554581.656525014
8602503,house,2200028.4772659536
6210388,airplane,2629707.363876282
13128395,car,805882.7655538075
12335226,car,365008.5157859584
6514331,car,3243117.008904343
10574249,house,2999060.349326281
6439634,cat,4216137.684770578
14057504,boat,4907113.063494365
15055226,sofa,727197.0717400889
13212885,house,4167945.0775743993
3505389,car,1757202.7946971112
10331386,car,3384557.372353364
2437210,car,2365123.6732080407
13716110,sofa,402752.9579230704
15053533,car,1142917.8236380355
3183732,boat,1521436.8729380139
7236596,car,724496.1439154035
17478643,sofa,2639054.221205349
16909183,airplane,573526.5986575239
6165457,car,288117.51811298355
7664255,cat,1829700.7519310936
8551793,boat,3336389.137355309
16369512,table,3993820.696772485
9420287,car,790938.2566191503
13169642,skateboard,3400695.893150338
14361786,car,4707930.876282778
18393200,dvdplayer,66850.50957823455
9535529,dvdplayer,2672035.979974282
9768006,cat,4825301.041311841
847031,airplane,4123057.0128848134
9012580,skateboard,4445558.052536154
14997471,boat,366401.561012985
9388059,dvdplayer,666372.3970823698
15412100,cat,920844.8266730707
17433078,house,4451143.11447732
11757792,boat,4880302.462606113
2436039,boat,2555228.002912492
8816938,boat,1430990.1120269853
10113279,car,2327519.8158967784
376527,house,4368655.4867397165
16714951,house,1259632.7289626324
16463953,table,419862.5199690414
11081580,dvdplayer,203734.84700344998
3846025,airplane,3020129.7944721235
4475802,house,2169253.557504756
244690,airplane,3265384.240302923
3716859,mc,738408.3289872794
9874916,dvdplayer,4753781.265094412
3779059,boat,4729757.228053194
12179654,boat,4718202.785430949
9583118,boat,2805870.859621888
16061029,airplane,59020.93346479783
1562262,boat,3840378.753566868
10309529,cat,507832.0207904613
15996363,sofa,995498.7749398758
19614037,sofa,509189.328281579
8090620,house,4084163.450026498
6817057,sofa,4106751.7157003987
13427152,house,4168411.256602869
3979830,dvdplayer,3977235.899311079
16288348,car,3326260.2368315523
4802534,house,2478679.9255042095
15076499,sofa,3614684.622430855
7475992,house,4155066.822192903
12519690,boatengine,1734822.6537063187
6492985,cat,4208724.450070914
3706308,boat,3162954.401162301
11169590,skateboard,4919585.375440061
14831445,boat,4872286.196148619
3814311,sofa,4387344.641514576
18622366,car,4911103.999732737
2489530,car,1257012.3557701146
17449699,car,4784073.05755236
13240733,airplane,3664215.4771119896
327453,boat,478864.7572638449
17026128,sofa,4990481.004037127
3017365,dvdplayer,3722482.8614702835
7793389,car,2532763.40606784
19740783,car,455984.61155610724
18900662,boat,3404023.589210278
15940253,car,1676544.3620660615
14752391,airplane,3679507.184735967
17088579,boat,4235325.449184723
5047050,boat,3989787.8369272077
10960276,dvdplayer,1188594.3322297782
12462490,car,2379665.7157147173
16136672,sofa,2295667.1909735687
1488633,airplane,2180845.599885721
8512172,table,3523258.365680108
9941519,dvdplayer,1585284.1370717047
3596178,boat,3033597.4674558854
4970139,airplane,4372095.103797259
5277431,mc,1436614.9870281524
13449657,table,3849839.8758050506
7861378,airplane,1632828.7940894454
11522165,dvdplayer,3174347.284255622
4017244,boat,202161.53039049832
11414030,sofa,2078842.0331341506
12858879,skateboard,450714.6308952542
14590912,tractor,18062.121757760866
17015743,car,2645997.993823575
18789044,boat,1572737.7053515157
14484249,car,2143256.126247164
2143448,cat,679721.774797094
3666668,car,675691.7818949725
12385262,boat,1443064.2789816484
15620219,car,294289.3629939985
5133927,tractor,3075386.993465932
4736867,airplane,99982.90864582534
11828438,cat,3304875.1836462715
3998420,car,1097529.2349327113
9183048,house,1126832.8840287316
17404467,airplane,2441661.8037770567
3393201,car,2746242.3085827315
11291092,sofa,3473176.2645676425
19365324,house,2701187.361461782
10227050,boatengine,1693049.728454784
14484975,dvdplayer,1996080.3786199815
10709453,house,1769563.798181858
4921798,house,4167308.1826684517
246308,car,4849568.504335378
11659710,sofa,1237647.9063725248
12774192,sofa,1215702.4979854259
13352087,car,770614.8212717817
4376928,dvdplayer,383650.8566892249
16044922,car,2743415.712188667
10682622,car,2211754.337304835
13458947,car,4138346.763435057
18692276,dvdplayer,3368978.142284626
138590,boat,45149.25045158766
812340,dvdplayer,3492507.8675816976
19821180,car,2535224.316311385
5415025,car,1866124.4892543638
14393263,house,4313765.930163211
4049073,airplane,901291.6244663899
11379913,cat,1756881.7296181177
18043829,skateboard,2635007.108760187
19247071,boat,742350.2872153852
5782650,airplane,3572870.5410107523
1663654,dvdplayer,4089085.6219300563
1893188,car,2599881.840288623
12512675,sofa,4616178.401337682
1222501,boat,3128675.998932678
11851158,sofa,3872332.59618558
1725803,boat,4751915.504807782
10783814,dvdplayer,211619.59525957337
8399422,car,2603505.973698805
9446923,house,4173312.8717855755
16158352,boat,3459978.517293558
3504429,house,3547254.375280243
12059667,boat,565744.2188883432
14682832,car,4354936.913560737
3956125,car,2431939.212388111
15891038,car,3996054.375748733
12749123,car,4906188.889117924
9191731,car,2150050.7899768744
12781118,boat,426612.7561749816
4892286,table,2889636.819073193
6711743,house,250595.0486748215
9129027,table,3556048.017442826
18260292,skateboard,412099.58514342277
11044600,cat,2627500.949853707
9548827,boat,3986314.775774561
18410169,boat,3403378.709539617
32800,car,2084386.9485807426
17480442,car,3788229.436028688
4395325,dvdplayer,4235521.519449232
7421574,boat,2085216.230652247
12050865,boat,2188386.028322272
2156386,boat,4944432.0113968495
9227288,car,2349315.328017225
